,R_mean,R_std,R_sum,G_mean,G_std,G_sum,B_mean,B_std,B_sum,total_mean,total_std,total_sum,class
0,236.11623086734693,5.51030701233331,11847368,237.54571906887756,5.369856789068804,11919094,228.1207350127551,5.423143630054918,11446186,233.92756164965985,6.83641972046872,35212648,whiteSpace
1,237.49412069515307,7.232352655694102,11916505,239.29416454081633,6.906511346774897,12006824,230.1168885522959,7.229463029518077,11546345,235.63505792942178,8.156129156443312,35469674,whiteSpace
2,234.2013711734694,9.389021557034297,11751288,236.0681600765306,8.80682044479303,11844956,227.38634008290816,9.216679546869104,11409337,232.5519571109694,9.873007703500571,35005581,whiteSpace
3,234.91268734056123,5.718679399096856,11786979,236.6747050382653,5.527406885158222,11875390,227.82667012117346,5.51453601155608,11431431,233.13802083333334,6.770860386768952,35093800,whiteSpace
4,236.1115872130102,7.514211428324059,11847135,237.90226403061226,7.264635318823094,11936984,228.55402981505102,7.566022019360827,11467927,234.1892936862245,8.47979066136421,35252046,whiteSpace
5,230.09183673469389,0.288795340777243,11545088,230.09183673469389,0.288795340777243,11545088,230.09183673469389,0.288795340777243,11545088,230.09183673469389,0.288795340777243,34635264,whiteSpace
6,236.60303730867346,6.51499034482196,11871794,238.46528220663265,6.26086670369657,11965234,228.9920280612245,6.412188964428536,11489904,234.6867825255102,7.596908121792256,35326932,whiteSpace
7,230.1045918367347,0.3242406147599214,11545728,230.1045918367347,0.3242406147599214,11545728,230.1045918367347,0.3242406147599214,11545728,230.1045918367347,0.32424061475992133,34637184,whiteSpace
8,238.46322943239795,5.703152796100095,11965131,239.6641222895408,5.5015333933047526,12025387,231.00352758290816,5.604228185703571,11590833,236.37695976828232,6.788026886956587,35581351,whiteSpace
9,237.4404894770408,7.44713551904245,11913814,239.29601801658163,7.099885029676494,12006917,230.1441725127551,7.4918017693243595,11547714,235.6268933354592,8.342803748032477,35468445,whiteSpace
10,233.79731345663265,9.347780082116138,11731014,235.7869499362245,8.84266315211972,11830846,227.29741310586735,9.17836808442453,11404875,232.2938921662415,9.819074225544265,34966735,whiteSpace
11,235.1123046875,5.5752014810093815,11796995,236.93893494897958,5.393553527729437,11888648,228.01076211734693,5.473957412221052,11440668,233.35400058460885,6.699031919968218,35126311,whiteSpace
12,230.05819515306123,0.23411210396176685,11543400,230.05819515306123,0.23411210396176685,11543400,230.05819515306123,0.23411210396176685,11543400,230.05819515306123,0.23411210396176685,34630200,whiteSpace
13,230.12755102040816,0.3378633681833283,11546880,230.12755102040816,0.3378633681833283,11546880,230.12755102040816,0.3378633681833283,11546880,230.12755102040816,0.33786336818332835,34640640,whiteSpace
14,237.47488839285714,5.304966070266284,11915540,239.16222895408163,5.14876245222255,12000204,229.49292490433675,5.224079385663586,11515037,235.37668075042518,6.715525757356479,35430781,whiteSpace
15,230.09454719387756,0.31004996563635556,11545224,230.09454719387756,0.31004996563635556,11545224,230.09454719387756,0.31004996563635556,11545224,230.09454719387756,0.31004996563635556,34635672,whiteSpace
16,236.39995216836735,5.502314563793734,11861604,238.13843271683675,5.318248777217796,11948834,229.57501594387756,5.385182645321352,11519156,234.7044669430272,6.54567252405498,35329594,whiteSpace
17,236.17627949617346,5.182198944728891,11850381,238.16860650510205,4.9696174897467165,11950348,228.8377311862245,5.004893984272852,11482162,234.39420572916666,6.452326328949277,35282891,whiteSpace
